Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Industry,Business Description,Company Website,Started in,Number of Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Ghazal Present,Vikas Investment Amount,Vikas Investment Equity,Vikas Debt Amount,Vikas Present,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Ritesh Present,Azhar Investment Amount,Azhar Investment Equity,Azhar Debt Amount,Azhar Present,Radhika Investment Amount,Radhika Investment Equity,Radhika Debt Amount,Radhika Present,Deepinder Investment Amount,Deepinder Investment Equity,Deepinder Debt Amount,Deepinder Present,Ronnie Investment Amount,Ronnie Investment Equity,Ronnie Debt Amount,Ronnie Present,Varun Investment Amount,Varun Investment Equity,Varun Debt Amount,Varun Present
1,Astrix,31,103,20-Dec-21,4-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Manufacturing,Smart Locks Qtouch,https://www.astrixengineering.com/,2021.0,2,Middle,Coimbatore,Tamil Nadu,75.0,18.0,,,,,,,,75.0,3.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TheaAndSid,32,104,20-Dec-21,4-Feb-22,1-Feb-22,The Road To Success,Services,Proposal Solutions,https://theaandsid.com/,2021.0,2,Middle,Mumbai,Maharashtra,16.0,10.0,75.0,30.0,,,,,,80.0,7.0,1143.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ExperentialEtc,32,105,20-Dec-21,4-Feb-22,1-Feb-22,The Road To Success,Technology/Software,Technology layered advertisement services,https://www.experientialetc.com/,2017.0,2,Middle,Mumbai,Maharashtra,100.0,,,,,,,,,200.0,4.0,5000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GrowFitter,32,106,20-Dec-21,4-Feb-22,1-Feb-22,The Road To Success,Technology/Software,Rewards App,https://www.growfitter.com/,2021.0,2,Middle,Mumbai,Maharashtra,170.0,,,,,yes,,,,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,yes,,,,,,,,,,,,50.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C3Med-Tech,32,107,20-Dec-21,4-Feb-22,1-Feb-22,The Road To Success,Medical/Health,Portable ophthalmic vision devices,https://c3prototypes.com/,2019.0,2,Middle,Ahmedabad,Gujarat,,,,,,,,,,35.0,6.0,583.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ColourMeMad-CMM,33,108,20-Dec-21,4-Feb-22,2-Feb-22,Life-Changing Ideas,Beauty/Fashion,Insoles,https://yourfootdoctor.in/,2017.0,2,Middle,Mumbai,Maharashtra,,0.66,,,,,,,,40.0,10.0,400.0,1,1.0,40.0,25.0,,,160.0,1.0,,,,40.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mavi's,33,109,20-Dec-21,4-Feb-22,2-Feb-22,Life-Changing Ideas,Food,Vegan Fermented Food,https://mavispantry.com/,2018.0,2,Middle,Thane,Maharashtra,,2.0,,,,,,,,40.0,5.0,800.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TweekLabs,33,110,20-Dec-21,4-Feb-22,2-Feb-22,Life-Changing Ideas,Sports,Sportswear,https://www.tweek-labs.com/,2019.0,4,Middle,Delhi,Delhi,,,,,,,,,,40.0,2.0,2000.0,1,1.0,60.0,10.0,,,600.0,3.0,,,,,,,,,,20.0,3.33,,,,,20.0,3.33,,,,,20.0,3.33,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Proxgy,33,111,20-Dec-21,4-Feb-22,2-Feb-22,Life-Changing Ideas,Technology/Software,Virtual Reality,https://www.proxgy.com/,2020.0,2,Middle,Delhi,Delhi,,,,,,,,,,35.0,1.0,3500.0,1,1.0,100.0,10.0,,,1000.0,2.0,,,,,,,,,,,,,,,,50.0,5.0,,,,,50.0,5.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NomadFoodProject,34,112,20-Dec-21,4-Feb-22,3-Feb-22,Scaling Ambitions,Food,Bacon Jams Relishes,https://nomadfoodproject.com/,2019.0,2,Young,Delhi,Delhi,,3.0,70.0,,,,,,,40.0,10.0,400.0,1,1.0,40.0,20.0,,,200.0,4.0,,,,10.0,5.0,,10.0,5.0,,,,,,,,,,,,,,10.0,5.0,,10.0,5.0,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,10.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TweeInOne,34,113,20-Dec-21,4-Feb-22,3-Feb-22,Scaling Ambitions,Beauty/Fashion,Reversible and convertible clothing,https://tweeinone.com/,2017.0,1,Young,Mumbai,Maharashtra,,,,,,,,,,30.0,7.5,400.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GreenProtein,34,114,20-Dec-21,4-Feb-22,3-Feb-22,Scaling Ambitions,Food,Plant-Based Protein,https://greenprotein.co.in/,2019.0,2,Middle,Mumbai,Maharashtra,,12.0,40.0,,,,,,,60.0,2.0,3000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,On2Cook,34,115,20-Dec-21,4-Feb-22,3-Feb-22,Scaling Ambitions,Food,Fastest Cooking Device,https://on2cook.com/,2022.0,1,Middle,Ahmedabad,Gujarat,0.0,,,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,JainShikanji,35,116,20-Dec-21,4-Feb-22,4-Feb-22,The Final Destination,Food,Lemonade,https://jainshikanjimasala.com/,2017.0,1,Middle,Modinagar,Uttar Pradesh,,2.0,,,,,,,,40.0,8.0,500.0,1,1.0,40.0,30.0,,,133.0,4.0,,,,,,,10.0,7.5,,10.0,7.5,,10.0,7.5,,,,,,,,10.0,7.5,,,,,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Woloo,35,117,20-Dec-21,4-Feb-22,4-Feb-22,The Final Destination,Technology/Software,Washroom Finder,https://woloo.in/,2020.0,3,Middle,Mumbai,Maharashtra,108.0,,,,,,,,,50.0,4.0,1250.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ElcareIndia,35,118,20-Dec-21,4-Feb-22,4-Feb-22,The Final Destination,Medical/Health,Carenting for Elders,https://elcare.co/,2021.0,3,Middle,Mumbai,Maharashtra,60.0,,30.0,,,,,,,100.0,2.5,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SneaKare,36,119,20-Dec-21,4-Feb-22,4-Feb-22,Gateway To Shark Tank India,Beauty/Fashion,Shoe Sneaker kits storage crates,https://sneakare.com/,2020.0,1,Young,Delhi,Delhi,,7.0,,,,,,,,20.0,5.0,400.0,1,1.0,21.0,12.0,,,175.0,3.0,,,,7.0,4.0,,7.0,4.0,,,,,7.0,4.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FrenchCrown,36,120,20-Dec-21,4-Feb-22,4-Feb-22,Gateway To Shark Tank India,Beauty/Fashion,Clothes,https://frenchcrown.in/,2017.0,2,Middle,Surat,Gujarat,7200.0,,70.0,,,,,,,150.0,0.33,45455.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,StoreMyGoods,36,121,20-Dec-21,4-Feb-22,4-Feb-22,Gateway To Shark Tank India,Services,Storage solutions,https://storemygoods.in/,2020.0,3,Middle,Noida,Uttar Pradesh,100.0,,,,,,,,,100.0,1.75,5714.0,1,1.0,50.0,4.0,50.0,,1250.0,2.0,,,,25.0,2.0,25.0,,,,,,,,,,25.0,2.0,25.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Devnagri,36,122,20-Dec-21,4-Feb-22,4-Feb-22,Gateway To Shark Tank India,Technology/Software,Translation of language content,https://devnagri.com/,2020.0,2,Middle,Delhi,Delhi,500.0,,,,,,,,,100.0,1.0,10000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,WitBlox,0,123,20-Dec-21,4-Feb-22,,Unseen,Manufacturing,Kids playing equipment,https://witblox.com/,2020.0,2,Middle,Mumbai,Maharashtra,,,,,,,,,,60.0,3.0,2000.0,1,1.0,60.0,10.0,,,600.0,2.0,,,,,,,,,,,,,,,,30.0,5.0,,,,,,,,30.0,5.0,,Ghazal Alagh,Ghazal Alagh,,,,,1.0,,,1.0,30.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Kineer,0,124,20-Dec-21,4-Feb-22,,Unseen,Food,Packaged drinking water,https://www.kineerblessed.com/,2018.0,2,Middle,Pune,Maharashtra,,2.0,,,,,,,,100.0,10.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PiChem,0,125,20-Dec-21,4-Feb-22,,Unseen,Manufacturing,Chemical products,http://www.pichem.in/,2021.0,1,Young,Lucknow,Uttar Pradesh,,1.77,50.0,,,,,,,40.0,5.0,800.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Clensta,0,126,20-Dec-21,4-Feb-22,,Unseen,Beauty/Fashion,Waterless bathing technology products,https://clensta.com/,2017.0,1,Middle,Delhi,Delhi,,150.0,,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,InfinitiInsects,0,127,20-Dec-21,4-Feb-22,,Unseen,Animal/Pets,Live insect feed for pets,https://infiniti-insects.business.site/,2016.0,2,Middle,Bangalore,Karnataka,,0.5,,,,,,,,25.0,10.0,250.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AshwaPro,0,128,20-Dec-21,4-Feb-22,,Unseen,Services,Outdoor cycling gym,https://ashwa.pro/,2020.0,1,Middle,Jaipur,Rajasthan,,,,,,,,,,50.0,10.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mine4Nine,0,129,20-Dec-21,4-Feb-22,,Unseen,Beauty/Fashion,Trendy maternity dresses,https://mine4nine.in/,2019.0,2,Middle,Gurgaon,Haryana,260.0,,,,,,,,,75.0,4.0,1875.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,StudioBeej,0,130,20-Dec-21,4-Feb-22,,Unseen,Beauty/Fashion,Sustainable leather accessories,https://studiobeej.com/,2020.0,1,Middle,Mumbai,Maharashtra,112.0,,,,,,,,,75.0,7.5,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sattuz,0,131,20-Dec-21,4-Feb-22,,Unseen,Liquor/Beverages,Foods Beverages super food,https://sattuz.in/,2018.0,2,Middle,Madhubani,Bihar,25.0,,,,,,,,,25.0,5.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Scintiglo,0,132,20-Dec-21,4-Feb-22,,Unseen,Medical/Health,Diagnostic device for microalbuminuria estimation,https://cemd.in/,2021.0,1,Middle,Indore,Madhya Pradesh,0.0,,,,,,,,,75.0,1.0,7500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Glii,0,133,20-Dec-21,4-Feb-22,,Unseen,Services,Dating app for LGBTQ,https://www.glii.in/,2021.0,4,Middle,Noida,Uttar Pradesh,,,,,,,,,,40.0,4.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,StanleeIndia,0,134,20-Dec-21,4-Feb-22,,Unseen,Electronics,Televisions,https://www.stanleeindia.com/,2019.0,3,Middle,Delhi,Delhi,,,,,,,,,,60.0,3.0,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SpaceKidzIndia,0,135,20-Dec-21,4-Feb-22,,Unseen,Manufacturing,Small Satellites by kids,https://www.spacekidzindia.in/,2016.0,2,Middle,Chennai,Tamil Nadu,,,,,,,,,,100.0,2.0,5000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UrbanNaps,0,136,20-Dec-21,4-Feb-22,,Unseen,Services,Smart Napping Pod,https://urbannaps.com/,2018.0,2,Young,Ahmedabad,Gujarat,,,,,,,,,,50.0,4.0,1250.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gizmoswala,0,137,20-Dec-21,4-Feb-22,,Unseen,Entertainment,Sex toys and games,https://www.gizmoswala.com/,2020.0,3,Middle,Mumbai,Maharashtra,,7.0,40.0,,,,,,,75.0,5.0,1500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ZyppElectric,0,138,20-Dec-21,4-Feb-22,,Unseen,Vehicles/Electrical Vehicles,Electrical Vehicles,https://zypp.app/,2017.0,2,Young,Gurgaon,Haryana,,,,,,yes,,,,220.0,1.0,22000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Picsniff,0,139,20-Dec-21,4-Feb-22,,Unseen,Technology/Software,Face recognition based image sharing,https://algomage.com/algoshare,2021.0,1,Young,Mumbai,Maharashtra,,,,,,,,,,55.0,1.0,5500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Deciwood,0,140,20-Dec-21,4-Feb-22,,Unseen,Electronics,Portable wooden Bluetooth speakers,https://deciwood.com/,2019.0,2,Young,Delhi,Delhi,,,,,,,,,,50.0,3.5,1429.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HappyBar,0,141,20-Dec-21,4-Feb-22,,Unseen,Food,FitSport delicious snacks,https://www.fitsport.me/,2019.0,3,Middle,Hyderabad,Telangana,,29.0,,,,yes,,,,60.0,2.0,3000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tathastulive,0,142,20-Dec-21,4-Feb-22,,Unseen,Services,"Offer Daan, Puja and Yajna",https://www.temple.biz/,2020.0,3,Middle,Ahmedabad,Gujarat,,,,,,,,,,50.0,10.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BandsandCups,0,143,20-Dec-21,4-Feb-22,,Unseen,Beauty/Fashion,Bra fitting service,https://www.bandsandcups.com/,2021.0,1,Middle,Chennai,Tamil Nadu,,1.0,60.0,,,,,,,40.0,10.0,400.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MyWealthProtector,0,144,20-Dec-21,4-Feb-22,,Unseen,Services,Beyond Life Service,https://mywealthprotector.com/,2019.0,2,Middle,Mumbai,Maharashtra,,2.0,,,,,,,,50.0,2.5,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TheIris,0,145,20-Dec-21,4-Feb-22,,Unseen,Manufacturing,Pocket Microscopes,https://www.theiris.co.in/,2019.0,2,Young,Bangalore,Karnataka,,,,,,,,,,10.0,15.0,67.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Canebot,0,146,20-Dec-21,4-Feb-22,,Unseen,Food,Juice making machine,,2012.0,2,Middle,Pune,Maharashtra,200.0,,,,,,,yes,,100.0,2.5,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,OyeDelhiOye,0,147,20-Dec-21,4-Feb-22,,Unseen,Food,Delhi Ke Chole Kulche,,2021.0,2,Middle,Delhi,Delhi,,,,,,,,,,35.0,10.0,350.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,InaliAssistiveTech,0,148,20-Dec-21,4-Feb-22,,Unseen,Medical/Health,Prosthetics,https://inalifoundation.com/,2020.0,2,Young,Pune,Maharashtra,,,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Meera'sCelebrations,0,149,20-Dec-21,4-Feb-22,,Unseen,Services,Wedding ceremonial items,https://www.facebook.com/meeracelebrations/,2010.0,2,Middle,Ludhiana,Punjab,,,,,,,,,,50.0,25.0,200.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Artment,0,150,20-Dec-21,4-Feb-22,,Unseen,Furnishing/Household,Exquisite pieces of home decor,https://theartment.com/,2019.0,2,Young,Gurgaon,Haryana,,100.0,,,,,,,,170.0,2.5,6800.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Powertree,0,151,20-Dec-21,4-Feb-22,,Unseen,Manufacturing,Beautiful efficient solar panels,https://powertree.co.in/,2018.0,2,Middle,Gandhinagar,Gujarat,,,,,,,,,,150.0,2.5,6000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Eume,0,152,20-Dec-21,4-Feb-22,,Unseen,Beauty/Fashion,Massager Backpack,https://eumeworld.com/,2018.0,3,Middle,Mumbai,Maharashtra,1200.0,,,,,,,,,150.0,2.0,7500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hoovu,1,153,2-Jan-23,10-Mar-23,2-Jan-23,Entrepreneurship Ki Leher Ek Baar Firse,Services,Fresh Pooja flowers,https://hoovufresh.com/,,2,Young,Bangalore,Karnataka,,65.0,,,,,,,,80.0,1.0,8000.0,1,1.0,100.0,2.0,,,5000.0,2.0,,,,,,,,,,,,,50.0,1.0,,50.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Dorji,1,154,2-Jan-23,10-Mar-23,2-Jan-23,Entrepreneurship Ki Leher Ek Baar Firse,Food,Flavors of Tea,https://dorjeteas.com/,,2,Young,Darjeeling,West Bengal,,11.0,,,,,,,,30.0,5.0,600.0,1,1.0,30.0,15.0,,,200.0,3.0,,,,,,,10.0,5.0,,10.0,5.0,,,,,10.0,5.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Recode,1,155,2-Jan-23,10-Mar-23,2-Jan-23,Entrepreneurship Ki Leher Ek Baar Firse,Beauty/Fashion,Beauty & cosmetics,https://shop.recodestudios.com/,,2,Middle,Ludhiana,Punjab,,,,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,VeryMuchIndian,2,156,2-Jan-23,10-Mar-23,3-Jan-23,A Bigger Vision,Beauty/Fashion,Paithani Handloom Sarees,https://www.verymuchindian.com/,2018.0,2,Middle,Pune,Maharashtra,150.0,,35.0,,,,,,,50.0,3.0,1667.0,1,1.0,50.0,10.0,,,500.0,2.0,,,,25.0,5.0,,,,,,,,25.0,5.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,WatchoutWearables,2,157,2-Jan-23,10-Mar-23,3-Jan-23,A Bigger Vision,Electronics,Smart watches,https://www.watchoutwearables.com/,2021.0,2,Young,Thane,Maharashtra,,25.0,,,,,,,,200.0,5.0,4000.0,1,1.0,100.0,10.0,100.0,,1000.0,2.0,,,,,,,50.0,5.0,50.0,50.0,5.0,50.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SoupX,2,158,2-Jan-23,10-Mar-23,3-Jan-23,A Bigger Vision,Food,Soup based meals,https://www.soupx.in/,,2,Young,Delhi,Delhi,,,45.0,,,yes,,,,75.0,6.0,1250.0,1,1.0,50.0,18.0,25.0,,277.7777778,1.0,,,,,,,50.0,18.0,25.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ATMOSPHERE,3,159,2-Jan-23,10-Mar-23,4-Jan-23,Thrilling and Thunderous Pitches,Food,Varieties of kombucha,https://atmospherestudio.in/,,2,Young,Delhi,Delhi,,,,,,,,,,75.0,3.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Stage,3,160,2-Jan-23,10-Mar-23,4-Jan-23,Thrilling and Thunderous Pitches,Entertainment,Web series and movies in Indian languages,https://www.stage.in/,,3,Young,Bhiwani,Haryana,,,,,,,,,,300.0,1.0,30000.0,1,1.0,150.0,0.6,150.0,,25000.0,3.0,,,,50.0,0.2,50.0,,,,,,,50.0,0.2,50.0,50.0,0.2,50.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Girgit,3,161,2-Jan-23,10-Mar-23,4-Jan-23,Thrilling and Thunderous Pitches,Beauty/Fashion,color-changing clothing products,https://www.girgitstore.com/,,2,Young,Mumbai,Maharashtra,,,,,,,,,,20.0,10.0,200.0,1,1.0,20.0,20.0,,,100.0,1.0,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GearHeadMotors,4,162,2-Jan-23,10-Mar-23,5-Jan-23,Ideas Meets Opportunity,Vehicles/Electrical Vehicles,Electric vehicles bikes,https://www.ghmev.com/,,2,Young,Hyderabad,Telangana,,,,,,,,,,75.0,2.0,3750.0,1,1.0,100.0,6.67,,,1499.250375,2.0,,,,,,,,,,,,,50.0,3.335,,50.0,3.335,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
